9.54E-05,-0.065183215,0.034770694
0.000897592,-0.065316655,0.034948014
0.00167493,-0.065413631,0.035100613
0.002427651,-0.065474346,0.035228666
0.003153345,-0.065501548,0.035333093
0.003852109,-0.065495186,0.035413895
0.004518551,-0.065446422,0.035470318
0.005152823,-0.065355465,0.035502374
0.00575339,-0.065220959,0.035510343
0.006315871,-0.065096632,0.03550075
0.006835119,-0.065033928,0.035480302
0.007315121,-0.064923421,0.035436813
0.007754506,-0.064769633,0.035372261
0.008151649,-0.064574182,0.035287939
0.008504465,-0.064352579,0.035188828
0.008813248,-0.064104199,0.035074621
0.009076925,-0.063840717,0.034949563
0.009295529,-0.06356176,0.034813527
0.009468551,-0.063269399,0.034670133
0.00959601,-0.06296353,0.03451927
0.009678389,-0.062630795,0.034362368
0.009715678,-0.062271528,0.034199372
0.009709059,-0.061866298,0.034030493
0.009658501,-0.061415657,0.033855721
0.009565478,-0.060905743,0.033675302
0.009429951,-0.060336981,0.033489224
0.00920141,-0.059633598,0.033293869
0.008959432,-0.058910508,0.033097312
0.008655175,-0.05809157,0.032898594
0.008338629,-0.057254001,0.032699425
0.007963024,-0.056311939,0.032501135
0.00757577,-0.055349529,0.032303002
0.007132845,-0.054280374,0.032108475
0.006678941,-0.053190421,0.031914644
0.006199591,-0.052041985,0.031723041
