
    时间      车速      一轮横向位移   二轮横向位移   三轮横向位移   四轮横向位移   一轮垂向位移   二轮垂向位移   三轮垂向位移   四轮垂向位移   一轮侧滚角位移   二轮侧滚角位移   三轮侧滚角位移   四轮侧滚角位移   一轮冲角位移   二轮冲角位移   三轮冲角位移   六轮冲角位移
       m             s               mm             mm             mm             mm             mm             mm             mm             mm              o              o              o              o              o              o              o              o

 0.61185600E-01 0.13596800E+01 -.43126197E-04 -.64159115E-04 -.43811614E-04 -.64114265E-04 0.11739455E+01 0.11739194E+01 0.11740733E+01 0.11741010E+01 0.30407502E-06 0.34128143E-06 0.30908560E-06 0.34265925E-06 -.11269797E-05 -.12009737E-05 -.11112978E-05 -.11828586E-05
 0.61905600E-01 0.13756800E+01 -.42782089E-04 -.63963827E-04 -.43472262E-04 -.63924637E-04 0.11739445E+01 0.11739184E+01 0.11740730E+01 0.11741007E+01 0.30195745E-06 0.33994072E-06 0.30699409E-06 0.34134412E-06 -.11278795E-05 -.12023497E-05 -.11122763E-05 -.11843166E-05
 0.62625600E-01 0.13916800E+01 -.42438084E-04 -.63767878E-04 -.43132986E-04 -.63734334E-04 0.11739436E+01 0.11739175E+01 0.11740726E+01 0.11741004E+01 0.29984327E-06 0.33860093E-06 0.30490613E-06 0.34003001E-06 -.11287568E-05 -.12037007E-05 -.11132325E-05 -.11857499E-05
 0.63345600E-01 0.14076800E+01 -.42094182E-04 -.63571264E-04 -.42793788E-04 -.63543364E-04 0.11739427E+01 0.11739166E+01 0.11740723E+01 0.11741000E+01 0.29773295E-06 0.33726259E-06 0.30282205E-06 0.33871673E-06 -.11296116E-05 -.12050266E-05 -.11141664E-05 -.11871583E-05
 0.64065600E-01 0.14236800E+01 -.41750392E-04 -.63373996E-04 -.42454681E-04 -.63351728E-04 0.11739419E+01 0.11739158E+01 0.11740718E+01 0.11740996E+01 0.29562627E-06 0.33592543E-06 0.30074144E-06 0.33740447E-06 -.11304440E-05 -.12063274E-05 -.11150781E-05 -.11885420E-05
 0.64785600E-01 0.14396800E+01 -.41406713E-04 -.63176081E-04 -.42115666E-04 -.63159432E-04 0.11739412E+01 0.11739151E+01 0.11740713E+01 0.11740991E+01 0.29352388E-06 0.33458934E-06 0.29866436E-06 0.33609365E-06 -.11312540E-05 -.12076033E-05 -.11159676E-05 -.11899010E-05
 0.65505600E-01 0.14556800E+01 -.41063163E-04 -.62977519E-04 -.41776752E-04 -.62966484E-04 0.11739405E+01 0.11739144E+01 0.11740708E+01 0.11740985E+01 0.29142512E-06 0.33325434E-06 0.29659106E-06 0.33478396E-06 -.11320416E-05 -.12088543E-05 -.11168349E-05 -.11912353E-05
 0.66225600E-01 0.14716800E+01 -.40719736E-04 -.62778321E-04 -.41437942E-04 -.62772886E-04 0.11739399E+01 0.11739138E+01 0.11740701E+01 0.11740979E+01 0.28933068E-06 0.33192040E-06 0.29452144E-06 0.33347545E-06 -.11328070E-05 -.12100805E-05 -.11176802E-05 -.11925450E-05
 0.66945600E-01 0.14876800E+01 -.40376446E-04 -.62578488E-04 -.41099236E-04 -.62578644E-04 0.11739394E+01 0.11739132E+01 0.11740694E+01 0.11740972E+01 0.28723996E-06 0.33058764E-06 0.29245625E-06 0.33216829E-06 -.11335500E-05 -.12112817E-05 -.11185033E-05 -.11938300E-05
 0.67665600E-01 0.15036800E+01 -.40033297E-04 -.62378022E-04 -.40760652E-04 -.62383766E-04 0.11739389E+01 0.11739128E+01 0.11740687E+01 0.11740964E+01 0.28515294E-06 0.32925650E-06 0.29039470E-06 0.33086192E-06 -.11342709E-05 -.12124582E-05 -.11193045E-05 -.11950905E-05
 0.68385600E-01 0.15196800E+01 -.39690289E-04 -.62176936E-04 -.40422187E-04 -.62188250E-04 0.11739385E+01 0.11739124E+01 0.11740679E+01 0.11740956E+01 0.28307032E-06 0.32792659E-06 0.28833734E-06 0.32955737E-06 -.11349696E-05 -.12136100E-05 -.11200837E-05 -.11963265E-05
 0.69105600E-01 0.15356800E+01 -.39347432E-04 -.61975235E-04 -.40083849E-04 -.61992109E-04 0.11739382E+01 0.11739120E+01 0.11740670E+01 0.11740947E+01 0.28099188E-06 0.32659742E-06 0.28628390E-06 0.32825372E-06 -.11356462E-05 -.12147371E-05 -.11208409E-05 -.11975381E-05
 0.69825600E-01 0.15516800E+01 -.39004737E-04 -.61772915E-04 -.39745646E-04 -.61795342E-04 0.11739378E+01 0.11739117E+01 0.11740660E+01 0.11740938E+01 0.27891719E-06 0.32527004E-06 0.28423410E-06 0.32695152E-06 -.11363008E-05 -.12158395E-05 -.11215762E-05 -.11987252E-05
 0.70545600E-01 0.15676800E+01 -.38662203E-04 -.61569991E-04 -.39407575E-04 -.61597956E-04 0.11739376E+01 0.11739114E+01 0.11740651E+01 0.11740928E+01 0.27684646E-06 0.32394361E-06 0.28218886E-06 0.32565065E-06 -.11369332E-05 -.12169173E-05 -.11222897E-05 -.11998879E-05
 0.71265600E-01 0.15836800E+01 -.38319839E-04 -.61366463E-04 -.39069653E-04 -.61399961E-04 0.11739373E+01 0.11739111E+01 0.11740640E+01 0.11740917E+01 0.27477976E-06 0.32261865E-06 0.28014743E-06 0.32435086E-06 -.11375438E-05 -.12179705E-05 -.11229814E-05 -.12010262E-05
 0.71985600E-01 0.15996800E+01 -.37977645E-04 -.61162335E-04 -.38731880E-04 -.61201351E-04 0.11739371E+01 0.11739109E+01 0.11740630E+01 0.11740907E+01 0.27271754E-06 0.32129542E-06 0.27810998E-06 0.32305264E-06 -.11381323E-05 -.12189992E-05 -.11236513E-05 -.12021403E-05
 0.72705600E-01 0.16156800E+01 -.37635630E-04 -.60957619E-04 -.38394261E-04 -.61002141E-04 0.11739368E+01 0.11739106E+01 0.11740619E+01 0.11740896E+01 0.27065975E-06 0.31997340E-06 0.27607658E-06 0.32175587E-06 -.11386990E-05 -.12200035E-05 -.11242995E-05 -.12032301E-05
 0.73425600E-01 0.16316800E+01 -.37293804E-04 -.60752310E-04 -.38056803E-04 -.60802333E-04 0.11739366E+01 0.11739104E+01 0.11740608E+01 0.11740885E+01 0.26860604E-06 0.31865293E-06 0.27404733E-06 0.32046028E-06 -.11392439E-05 -.12209833E-05 -.11249261E-05 -.12042957E-05
 0.74145600E-01 0.16476800E+01 -.36952166E-04 -.60546423E-04 -.37719512E-04 -.60601928E-04 0.11739363E+01 0.11739101E+01 0.11740598E+01 0.11740874E+01 0.26655665E-06 0.31733390E-06 0.27202204E-06 0.31916642E-06 -.11397670E-05 -.12219387E-05 -.11255310E-05 -.12053371E-05
 0.74865600E-01 0.16636800E+01 -.36610727E-04 -.60339956E-04 -.37382392E-04 -.60400939E-04 0.11739360E+01 0.11739098E+01 0.11740587E+01 0.11740863E+01 0.26451139E-06 0.31601639E-06 0.27000084E-06 0.31787359E-06 -.11402683E-05 -.12228698E-05 -.11261143E-05 -.12063544E-05
 0.75585600E-01 0.16796800E+01 -.36269490E-04 -.60132919E-04 -.37045447E-04 -.60199365E-04 0.11739357E+01 0.11739094E+01 0.11740577E+01 0.11740853E+01 0.26247027E-06 0.31470042E-06 0.26798395E-06 0.31658224E-06 -.11407479E-05 -.12237767E-05 -.11266761E-05 -.12073476E-05
 0.76305600E-01 0.16956800E+01 -.35928457E-04 -.59925313E-04 -.36708683E-04 -.59997212E-04 0.11739353E+01 0.11739091E+01 0.11740567E+01 0.11740843E+01 0.26043383E-06 0.31338609E-06 0.26597154E-06 0.31529237E-06 -.11412059E-05 -.12246592E-05 -.11272164E-05 -.12083168E-05
 0.77025600E-01 0.17116800E+01 -.35587640E-04 -.59717144E-04 -.36372109E-04 -.59794486E-04 0.11739349E+01 0.11739086E+01 0.11740557E+01 0.11740833E+01 0.25840163E-06 0.31207365E-06 0.26396331E-06 0.31400397E-06 -.11416422E-05 -.12255176E-05 -.11277353E-05 -.12092620E-05
 0.77745600E-01 0.17276800E+01 -.35247039E-04 -.59508422E-04 -.36035729E-04 -.59591190E-04 0.11739344E+01 0.11739082E+01 0.11740548E+01 0.11740824E+01 0.25637398E-06 0.31076246E-06 0.26195928E-06 0.31271717E-06 -.11420571E-05 -.12263519E-05 -.11282328E-05 -.12101833E-05
 0.78465600E-01 0.17436800E+01 -.34906661E-04 -.59299147E-04 -.35699543E-04 -.59387333E-04 0.11739338E+01 0.11739076E+01 0.11740540E+01 0.11740816E+01 0.25435104E-06 0.30945287E-06 0.25995979E-06 0.31143186E-06 -.11424504E-05 -.12271620E-05 -.11287089E-05 -.12110806E-05
 0.79185600E-01 0.17596800E+01 -.34566512E-04 -.59089326E-04 -.35363565E-04 -.59182915E-04 0.11739333E+01 0.11739071E+01 0.11740532E+01 0.11740808E+01 0.25233262E-06 0.30814482E-06 0.25796451E-06 0.31014823E-06 -.11428223E-05 -.12279481E-05 -.11291638E-05 -.12119541E-05
 0.79905600E-01 0.17756800E+01 -.34226600E-04 -.58878963E-04 -.35027795E-04 -.58977945E-04 0.11739326E+01 0.11739064E+01 0.11740525E+01 0.11740801E+01 0.25031834E-06 0.30683859E-06 0.25597344E-06 0.30886616E-06 -.11431727E-05 -.12287102E-05 -.11295973E-05 -.12128038E-05
 0.80625600E-01 0.17916800E+01 -.33886930E-04 -.58668067E-04 -.34692239E-04 -.58772426E-04 0.11739319E+01 0.11739057E+01 0.11740519E+01 0.11740795E+01 0.24830840E-06 0.30553359E-06 0.25398692E-06 0.30758565E-06 -.11435018E-05 -.12294484E-05 -.11300097E-05 -.12136297E-05
 0.81345600E-01 0.18076800E+01 -.33547501E-04 -.58456636E-04 -.34356905E-04 -.58566361E-04 0.11739312E+01 0.11739050E+01 0.11740514E+01 0.11740789E+01 0.24630321E-06 0.30423060E-06 0.25200467E-06 0.30630692E-06 -.11438096E-05 -.12301626E-05 -.11304009E-05 -.12144320E-05
 0.82065600E-01 0.18236800E+01 -.33208324E-04 -.58244681E-04 -.34021793E-04 -.58359760E-04 0.11739304E+01 0.11739042E+01 0.11740509E+01 0.11740785E+01 0.24430251E-06 0.30292904E-06 0.25002708E-06 0.30502983E-06 -.11440961E-05 -.12308530E-05 -.11307710E-05 -.12152105E-05
 0.82785600E-01 0.18396800E+01 -.32869405E-04 -.58032201E-04 -.33686914E-04 -.58152624E-04 0.11739295E+01 0.11739034E+01 0.11740505E+01 0.11740781E+01 0.24230629E-06 0.30162972E-06 0.24805379E-06 0.30375450E-06 -.11443615E-05 -.12315196E-05 -.11311201E-05 -.12159655E-05
 0.83505600E-01 0.18556800E+01 -.32530745E-04 -.57819206E-04 -.33352269E-04 -.57944959E-04 0.11739287E+01 0.11739025E+01 0.11740502E+01 0.11740778E+01 0.24031475E-06 0.30033229E-06 0.24608501E-06 0.30248081E-06 -.11446057E-05 -.12321624E-05 -.11314481E-05 -.12166969E-05
 0.84225600E-01 0.18716800E+01 -.32192350E-04 -.57605699E-04 -.33017865E-04 -.57736769E-04 0.11739278E+01 0.11739017E+01 0.11740500E+01 0.11740776E+01 0.23832828E-06 0.29903669E-06 0.24412098E-06 0.30120934E-06 -.11448287E-05 -.12327815E-05 -.11317552E-05 -.12174047E-05
 0.84945600E-01 0.18876800E+01 -.31854228E-04 -.57391689E-04 -.32683708E-04 -.57528061E-04 0.11739269E+01 0.11739008E+01 0.11740498E+01 0.11740774E+01 0.23634639E-06 0.29774251E-06 0.24216144E-06 0.29993955E-06 -.11450307E-05 -.12333770E-05 -.11320414E-05 -.12180891E-05
 0.85665600E-01 0.19036800E+01 -.31516383E-04 -.57177173E-04 -.32349804E-04 -.57318838E-04 0.11739260E+01 0.11738999E+01 0.11740497E+01 0.11740773E+01 0.23436907E-06 0.29645059E-06 0.24020641E-06 0.29867147E-06 -.11452117E-05 -.12339489E-05 -.11323067E-05 -.12187501E-05
 0.86385600E-01 0.19196800E+01 -.31178822E-04 -.56962165E-04 -.32016152E-04 -.57109106E-04 0.11739251E+01 0.11738990E+01 0.11740496E+01 0.11740772E+01 0.23239653E-06 0.29516040E-06 0.23825620E-06 0.29740543E-06 -.11453718E-05 -.12344972E-05 -.11325511E-05 -.12193877E-05
 0.87105600E-01 0.19356800E+01 -.30841544E-04 -.56746663E-04 -.31682766E-04 -.56898871E-04 0.11739242E+01 0.11738981E+01 0.11740496E+01 0.11740772E+01 0.23042882E-06 0.29387226E-06 0.23631051E-06 0.29614107E-06 -.11455110E-05 -.12350220E-05 -.11327749E-05 -.12200019E-05
 0.87825600E-01 0.19516800E+01 -.30504559E-04 -.56530674E-04 -.31349646E-04 -.56688138E-04 0.11739233E+01 0.11738973E+01 0.11740496E+01 0.11740772E+01 0.22846618E-06 0.29258609E-06 0.23436940E-06 0.29487851E-06 -.11456293E-05 -.12355234E-05 -.11329779E-05 -.12205929E-05
 0.88545600E-01 0.19676800E+01 -.30167872E-04 -.56314207E-04 -.31016798E-04 -.56476910E-04 0.11739225E+01 0.11738964E+01 0.11740496E+01 0.11740772E+01 0.22650827E-06 0.29130152E-06 0.23243320E-06 0.29361776E-06 -.11457268E-05 -.12360013E-05 -.11331602E-05 -.12211607E-05
 0.89265600E-01 0.19836800E+01 -.29831489E-04 -.56097260E-04 -.30684228E-04 -.56265194E-04 0.11739217E+01 0.11738957E+01 0.11740495E+01 0.11740772E+01 0.22455534E-06 0.29001933E-06 0.23050144E-06 0.29235876E-06 -.11458035E-05 -.12364559E-05 -.11333219E-05 -.12217053E-05
 0.89985600E-01 0.19996800E+01 -.29495412E-04 -.55879844E-04 -.30351940E-04 -.56052993E-04 0.11739210E+01 0.11738950E+01 0.11740495E+01 0.11740771E+01 0.22260701E-06 0.28873896E-06 0.22857471E-06 0.29110181E-06 -.11458596E-05 -.12368873E-05 -.11334630E-05 -.12222268E-05
 0.90705600E-01 0.20156800E+01 -.29159651E-04 -.55661961E-04 -.30019937E-04 -.55840315E-04 0.11739204E+01 0.11738943E+01 0.11740495E+01 0.11740771E+01 0.22066338E-06 0.28746054E-06 0.22665282E-06 0.28984646E-06 -.11458950E-05 -.12372953E-05 -.11335837E-05 -.12227252E-05
 0.91425600E-01 0.20316800E+01 -.28824206E-04 -.55443618E-04 -.29688226E-04 -.55627163E-04 0.11739198E+01 0.11738938E+01 0.11740494E+01 0.11740770E+01 0.21872481E-06 0.28618402E-06 0.22473603E-06 0.28859302E-06 -.11459099E-05 -.12376802E-05 -.11336838E-05 -.12232005E-05
 0.92145600E-01 0.20476800E+01 -.28489082E-04 -.55224817E-04 -.29356816E-04 -.55413539E-04 0.11739193E+01 0.11738933E+01 0.11740492E+01 0.11740769E+01 0.21679129E-06 0.28490959E-06 0.22282388E-06 0.28734179E-06 -.11459042E-05 -.12380420E-05 -.11337636E-05 -.12236529E-05
 0.92865600E-01 0.20636800E+01 -.28154288E-04 -.55005566E-04 -.29025706E-04 -.55199454E-04 0.11739188E+01 0.11738928E+01 0.11740491E+01 0.11740767E+01 0.21486266E-06 0.28363731E-06 0.22091662E-06 0.28609242E-06 -.11458780E-05 -.12383807E-05 -.11338229E-05 -.12240824E-05
 0.93585600E-01 0.20796800E+01 -.27819829E-04 -.54785865E-04 -.28694907E-04 -.54984908E-04 0.11739185E+01 0.11738925E+01 0.11740488E+01 0.11740764E+01 0.21293894E-06 0.28236722E-06 0.21901391E-06 0.28484495E-06 -.11458314E-05 -.12386963E-05 -.11338620E-05 -.12244890E-05
 0.94305600E-01 0.20956800E+01 -.27485701E-04 -.54565729E-04 -.28364418E-04 -.54769907E-04 0.11739182E+01 0.11738922E+01 0.11740485E+01 0.11740761E+01 0.21102073E-06 0.28109903E-06 0.21711610E-06 0.28359964E-06 -.11457644E-05 -.12389890E-05 -.11338808E-05 -.12248728E-05
 0.95025600E-01 0.21116800E+01 -.27151921E-04 -.54345152E-04 -.28034248E-04 -.54554456E-04 0.11739179E+01 0.11738919E+01 0.11740481E+01 0.11740757E+01 0.20910749E-06 0.27983296E-06 0.21522341E-06 0.28235644E-06 -.11456772E-05 -.12392588E-05 -.11338794E-05 -.12252338E-05
 0.95745600E-01 0.21276800E+01 -.26818490E-04 -.54124145E-04 -.27704400E-04 -.54338557E-04 0.11739178E+01 0.11738918E+01 0.11740477E+01 0.11740753E+01 0.20719897E-06 0.27856909E-06 0.21333557E-06 0.28111560E-06 -.11455696E-05 -.12395057E-05 -.11338579E-05 -.12255721E-05
 0.96465600E-01 0.21436800E+01 -.26485410E-04 -.53902712E-04 -.27374878E-04 -.54122222E-04 0.11739177E+01 0.11738917E+01 0.11740472E+01 0.11740748E+01 0.20529571E-06 0.27730720E-06 0.21145276E-06 0.27987682E-06 -.11454418E-05 -.12397298E-05 -.11338162E-05 -.12258878E-05
 0.97185600E-01 0.21596800E+01 -.26152690E-04 -.53680858E-04 -.27045689E-04 -.53905448E-04 0.11739176E+01 0.11738916E+01 0.11740466E+01 0.11740742E+01 0.20339741E-06 0.27604747E-06 0.20957494E-06 0.27864020E-06 -.11452939E-05 -.12399311E-05 -.11337545E-05 -.12261808E-05
 0.97905600E-01 0.21756800E+01 -.25820330E-04 -.53458586E-04 -.26716836E-04 -.53688244E-04 0.11739176E+01 0.11738916E+01 0.11740460E+01 0.11740735E+01 0.20150439E-06 0.27479021E-06 0.20770231E-06 0.27740574E-06 -.11451259E-05 -.12401098E-05 -.11336727E-05 -.12264512E-05
 0.98625600E-01 0.21916800E+01 -.25488337E-04 -.53235902E-04 -.26388326E-04 -.53470617E-04 0.11739176E+01 0.11738916E+01 0.11740453E+01 0.11740728E+01 0.19961676E-06 0.27353523E-06 0.20583461E-06 0.27617343E-06 -.11449378E-05 -.12402658E-05 -.11335710E-05 -.12266992E-05
 0.99345600E-01 0.22076800E+01 -.25156719E-04 -.53012812E-04 -.26060162E-04 -.53252567E-04 0.11739176E+01 0.11738916E+01 0.11740445E+01 0.11740721E+01 0.19773442E-06 0.27228242E-06 0.20397204E-06 0.27494317E-06 -.11447297E-05 -.12403992E-05 -.11334495E-05 -.12269247E-05
 0.10006560E+00 0.22236800E+01 -.24825479E-04 -.52789321E-04 -.25732349E-04 -.53034101E-04 0.11739176E+01 0.11738916E+01 0.11740437E+01 0.11740713E+01 0.19585705E-06 0.27103196E-06 0.20211439E-06 0.27371522E-06 -.11445017E-05 -.12405101E-05 -.11333080E-05 -.12271277E-05
 0.10078560E+00 0.22396800E+01 -.24494620E-04 -.52565434E-04 -.25404891E-04 -.52815222E-04 0.11739176E+01 0.11738916E+01 0.11740429E+01 0.11740704E+01 0.19398496E-06 0.26978361E-06 0.20026213E-06 0.27248958E-06 -.11442539E-05 -.12405985E-05 -.11331468E-05 -.12273085E-05
 0.10150560E+00 0.22556800E+01 -.24164147E-04 -.52341155E-04 -.25077792E-04 -.52595939E-04 0.11739176E+01 0.11738916E+01 0.11740421E+01 0.11740696E+01 0.19211840E-06 0.26853752E-06 0.19841524E-06 0.27126621E-06 -.11439861E-05 -.12406645E-05 -.11329659E-05 -.12274669E-05
 0.10222560E+00 0.22716800E+01 -.23834067E-04 -.52116487E-04 -.24751061E-04 -.52376251E-04 0.11739176E+01 0.11738915E+01 0.11740412E+01 0.11740687E+01 0.19025708E-06 0.26729386E-06 0.19657335E-06 0.27004511E-06 -.11436987E-05 -.12407081E-05 -.11327652E-05 -.12276031E-05
 0.10294560E+00 0.22876800E+01 -.23504382E-04 -.51891438E-04 -.24424699E-04 -.52156169E-04 0.11739175E+01 0.11738914E+01 0.11740404E+01 0.11740679E+01 0.18840110E-06 0.26605266E-06 0.19473660E-06 0.26882623E-06 -.11433915E-05 -.12407295E-05 -.11325450E-05 -.12277171E-05
 0.10366560E+00 0.23036800E+01 -.23175103E-04 -.51666008E-04 -.24098713E-04 -.51935693E-04 0.11739174E+01 0.11738913E+01 0.11740395E+01 0.11740670E+01 0.18655016E-06 0.26481414E-06 0.19290494E-06 0.26760964E-06 -.11430646E-05 -.12407285E-05 -.11323051E-05 -.12278090E-05
 0.10438560E+00 0.23196800E+01 -.22846227E-04 -.51440213E-04 -.23773106E-04 -.51714828E-04 0.11739172E+01 0.11738911E+01 0.11740387E+01 0.11740662E+01 0.18470462E-06 0.26357760E-06 0.19107863E-06 0.26639543E-06 -.11427181E-05 -.12407054E-05 -.11320457E-05 -.12278788E-05
 0.10510560E+00 0.23356800E+01 -.22517762E-04 -.51214047E-04 -.23447884E-04 -.51493585E-04 0.11739169E+01 0.11738908E+01 0.11740379E+01 0.11740654E+01 0.18286458E-06 0.26234331E-06 0.18925727E-06 0.26518330E-06 -.11423521E-05 -.12406601E-05 -.11317669E-05 -.12279265E-05
 0.10582560E+00 0.23516800E+01 -.22189713E-04 -.50987520E-04 -.23123050E-04 -.51271958E-04 0.11739166E+01 0.11738905E+01 0.11740371E+01 0.11740646E+01 0.18102993E-06 0.26111141E-06 0.18744136E-06 0.26397370E-06 -.11419666E-05 -.12405928E-05 -.11314686E-05 -.12279523E-05
 0.10654560E+00 0.23676800E+01 -.21862083E-04 -.50760632E-04 -.22798609E-04 -.51049962E-04 0.11739162E+01 0.11738901E+01 0.11740364E+01 0.11740639E+01 0.17920062E-06 0.25988211E-06 0.18563072E-06 0.26276637E-06 -.11415617E-05 -.12405034E-05 -.11311510E-05 -.12279562E-05
 0.10726560E+00 0.23836800E+01 -.21534881E-04 -.50533394E-04 -.22474566E-04 -.50827595E-04 0.11739157E+01 0.11738896E+01 0.11740357E+01 0.11740633E+01 0.17737668E-06 0.25865519E-06 0.18382555E-06 0.26156153E-06 -.11411374E-05 -.12403921E-05 -.11308141E-05 -.12279383E-05
 0.10798560E+00 0.23996800E+01 -.21208105E-04 -.50305808E-04 -.22150927E-04 -.50604867E-04 0.11739152E+01 0.11738890E+01 0.11740351E+01 0.11740627E+01 0.17555834E-06 0.25743067E-06 0.18202532E-06 0.26035876E-06 -.11406937E-05 -.12402589E-05 -.11304579E-05 -.12278985E-05
 0.10870560E+00 0.24156800E+01 -.20881764E-04 -.50077876E-04 -.21827692E-04 -.50381778E-04 0.11739146E+01 0.11738884E+01 0.11740346E+01 0.11740621E+01 0.17374550E-06 0.25620897E-06 0.18023076E-06 0.25915852E-06 -.11402308E-05 -.12401038E-05 -.11300825E-05 -.12278370E-05
 0.10942560E+00 0.24316800E+01 -.20555861E-04 -.49849607E-04 -.21504870E-04 -.50158338E-04 0.11739139E+01 0.11738877E+01 0.11740341E+01 0.11740616E+01 0.17193820E-06 0.25498965E-06 0.17844158E-06 0.25796052E-06 -.11397487E-05 -.12399269E-05 -.11296880E-05 -.12277538E-05
 0.11014560E+00 0.24476800E+01 -.20230400E-04 -.49621004E-04 -.21182463E-04 -.49934544E-04 0.11739131E+01 0.11738869E+01 0.11740336E+01 0.11740612E+01 0.17013654E-06 0.25377293E-06 0.17665792E-06 0.25676535E-06 -.11392475E-05 -.12397283E-05 -.11292744E-05 -.12276490E-05
 0.11086560E+00 0.24636800E+01 -.19905386E-04 -.49392072E-04 -.20860479E-04 -.49710408E-04 0.11739123E+01 0.11738861E+01 0.11740332E+01 0.11740608E+01 0.16834041E-06 0.25255867E-06 0.17487957E-06 0.25557237E-06 -.11387271E-05 -.12395080E-05 -.11288418E-05 -.12275226E-05
 0.11158560E+00 0.24796800E+01 -.19580824E-04 -.49162815E-04 -.20538918E-04 -.49485929E-04 0.11739114E+01 0.11738852E+01 0.11740329E+01 0.11740605E+01 0.16655002E-06 0.25134707E-06 0.17310683E-06 0.25438197E-06 -.11381877E-05 -.12392661E-05 -.11283902E-05 -.12273746E-05
 0.11230560E+00 0.24956800E+01 -.19256721E-04 -.48933238E-04 -.20217786E-04 -.49261117E-04 0.11739105E+01 0.11738843E+01 0.11740326E+01 0.11740602E+01 0.16476488E-06 0.25013815E-06 0.17133948E-06 0.25319415E-06 -.11376294E-05 -.12390027E-05 -.11279197E-05 -.12272053E-05
 0.11302560E+00 0.25116800E+01 -.18933076E-04 -.48703347E-04 -.19897093E-04 -.49035972E-04 0.11739095E+01 0.11738834E+01 0.11740323E+01 0.11740599E+01 0.16298546E-06 0.24893177E-06 0.16957726E-06 0.25200897E-06 -.11370521E-05 -.12387177E-05 -.11274303E-05 -.12270145E-05
 0.11374560E+00 0.25276800E+01 -.18609895E-04 -.48473144E-04 -.19576836E-04 -.48810505E-04 0.11739085E+01 0.11738824E+01 0.11740321E+01 0.11740597E+01 0.16121183E-06 0.24772822E-06 0.16782046E-06 0.25082609E-06 -.11364559E-05 -.12384113E-05 -.11269222E-05 -.12268023E-05
 0.11446560E+00 0.25436800E+01 -.18287187E-04 -.48242638E-04 -.19257016E-04 -.48584712E-04 0.11739075E+01 0.11738813E+01 0.11740319E+01 0.11740596E+01 0.15944370E-06 0.24652718E-06 0.16606985E-06 0.24964593E-06 -.11358410E-05 -.12380836E-05 -.11263953E-05 -.12265689E-05
 0.11518560E+00 0.25596800E+01 -.17964952E-04 -.48011830E-04 -.18937650E-04 -.48358606E-04 0.11739065E+01 0.11738803E+01 0.11740317E+01 0.11740594E+01 0.15768109E-06 0.24532868E-06 0.16432447E-06 0.24846825E-06 -.11352073E-05 -.12377345E-05 -.11258496E-05 -.12263143E-05
 0.11590560E+00 0.25756800E+01 -.17643192E-04 -.47780729E-04 -.18618735E-04 -.48132184E-04 0.11739054E+01 0.11738793E+01 0.11740316E+01 0.11740592E+01 0.15592446E-06 0.24413269E-06 0.16258455E-06 0.24729357E-06 -.11345549E-05 -.12373641E-05 -.11252854E-05 -.12260385E-05
 0.11662560E+00 0.25916800E+01 -.17321918E-04 -.47549334E-04 -.18300277E-04 -.47905458E-04 0.11739044E+01 0.11738783E+01 0.11740314E+01 0.11740591E+01 0.15417331E-06 0.24293940E-06 0.16085009E-06 0.24612129E-06 -.11338839E-05 -.12369726E-05 -.11247026E-05 -.12257416E-05
 0.11734560E+00 0.26076800E+01 -.17001132E-04 -.47317653E-04 -.17982276E-04 -.47678428E-04 0.11739035E+01 0.11738773E+01 0.11740312E+01 0.11740589E+01 0.15242771E-06 0.24174895E-06 0.15912141E-06 0.24495165E-06 -.11331943E-05 -.12365599E-05 -.11241012E-05 -.12254236E-05
 0.11806560E+00 0.26236800E+01 -.16680834E-04 -.47085688E-04 -.17664743E-04 -.47451102E-04 0.11739025E+01 0.11738764E+01 0.11740309E+01 0.11740586E+01 0.15068785E-06 0.24056154E-06 0.15739817E-06 0.24378458E-06 -.11324863E-05 -.12361262E-05 -.11234814E-05 -.12250846E-05
